id,user_id,user_login,user_name,game_id,game_name,type,title,viewer_count,started_at,language,thumbnail_url,tag_ids,is_mature,_custom_ended_at
46339034076,184130253,walkingkeav,walkingkeav,30921,Rocket League,live,Rocket league live fr goo follow 🔥👌👏,1,2022-11-25T07:42:13Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_walkingkeav-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', '26301bb2-91a3-4272-8a9b-5bcea6db0fcd', 'e90b5f6e-4c6e-4003-885b-4d0d5adeb580', 'b3e0b8fd-5bc9-42cd-8663-c94c1bb4daa0']",False,2022-11-25T08:27:08Z
46339157996,763422909,kupyon,Kupyon,516575,VALORANT,live,Il est venu le temps de Valorant !,2,2022-11-25T09:32:27Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_kupyon-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d']",False,2022-11-25T09:35:40Z
46339119692,835546262,kaguyarp,kaguyaRP,461067,Tekken 7,live,FR PC (débbutant) training de kazuzu ce matin futur main ? o/,1,2022-11-25T09:03:07Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_kaguyarp-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d']",True,2022-11-25T09:57:47Z
46339295820,138691588,amakovt,AmakoVT,513181,Genshin Impact,live,[FR/EN]🌸ROUTINE GENSHIN + ON CONTINUE L'AVENTURE DES ANDROÏDES🌸⌨️!discord !lovemako  !reseaux,3,2022-11-25T11:02:33Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_amakovt-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', 'c2542d6d-cd10-4532-919b-3d19f30a768b', '67259b26-ff83-444e-9d3c-faab390df16f', '52d7e4cc-633d-46f5-818c-bb59102d9549', '81e9d348-82e5-4c4f-a140-d2b3779b912d', 'ff56eeeb-99ed-4a60-93fc-0b3f05d8661e', 'ba2c968b-867a-49ce-aebc-3d978a204f4a']",True,2022-11-25T11:08:12Z
46339157996,763422909,kupyon,Kupyon,512980,Fall Guys,live,mdr lol xd ptdr jpp ce jeu alo quoi,1,2022-11-25T09:32:27Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_kupyon-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d']",False,2022-11-25T11:21:19Z
46339157996,763422909,kupyon,Kupyon,516575,VALORANT,live,mdr lol xd ptdr jpp ce jeu alo quoi,2,2022-11-25T09:32:27Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_kupyon-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '52d7e4cc-633d-46f5-818c-bb59102d9549']",False,2022-11-25T12:13:30Z
46339292316,473794048,muunchama,muunchama,21779,League of Legends,live,"﹒﹒GAME VIEWERS, tu viens jouer ?﹒﹒ !card !discord",24,2022-11-25T11:00:37Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_muunchama-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', '64d9afa6-139a-48d5-ab4e-51d0a92b22de', '26301bb2-91a3-4272-8a9b-5bcea6db0fcd']",False,2022-11-25T13:46:01Z
46339275100,72137658,nibelya,Nibelya,491487,Dead by Daylight,live,"[FR/QC] On continue un peu avec le Chevalier et ensuite de la survie, viendez ! <3",13,2022-11-25T10:50:43Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_nibelya-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', '7acaeacc-42dc-41d4-b461-87468f1ad551', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '81e9d348-82e5-4c4f-a140-d2b3779b912d']",False,2022-11-25T14:28:36Z
40112069592,785529964,lapandarousse_,lapandarousse_,512980,Fall Guys,live,👑+2900👑Games followers👑!discord👑,2,2022-11-25T12:33:55Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_lapandarousse_-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', 'dffe48c0-951f-4bc3-a4a6-77a556988b70', 'fd8f5e68-42d3-4544-a273-5fc92dabc568', '52d7e4cc-633d-46f5-818c-bb59102d9549']",False,2022-11-25T15:05:04Z
46339343308,102110845,saepik,Saepik,509660,Art,live,[VTUBER FR|EN]  LA SCIENCE AVANT TOUT !commissions !discord !secretsanta,14,2022-11-25T11:31:05Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_saepik-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '86bd38a4-8ef9-4e4a-892f-f4d0aa336d67', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '02ba4017-ed3b-4b82-ab20-011860784f77', '319e29b7-9b61-4f0b-ad11-43e4c01ca697', '52d7e4cc-633d-46f5-818c-bb59102d9549']",False,2022-11-25T15:08:24Z
