id,user_id,user_login,user_name,game_id,game_name,type,title,viewer_count,started_at,language,thumbnail_url,tag_ids,is_mature,_custom_ended_at
46336037452,431646215,yuki_akashia,yuki_akashia,513181,Genshin Impact,live,Quotidienne matinale  ♥,3,2022-11-24T07:52:27Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_yuki_akashia-{width}x{height}.jpg,"['c2542d6d-cd10-4532-919b-3d19f30a768b', '6f655045-9989-4ef7-8f85-1edcec42d648', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '52d7e4cc-633d-46f5-818c-bb59102d9549']",True,2022-11-24T09:25:02Z
40108068072,483754137,zoorqueen,ZoorQueen,515025,Overwatch 2,live,//DROPS//Games du soir avec les coupains//,4,2022-11-24T08:07:05Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_zoorqueen-{width}x{height}.jpg,"['c2542d6d-cd10-4532-919b-3d19f30a768b', '6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', 'ad18ee82-c0b2-46d4-b4f9-d45994443bd7']",False,2022-11-24T11:09:56Z
40534606425,94069234,lechatoo,LechatOo,33214,Fortnite,live,❤ [FR/QC/EN ]  Ca va?!,5,2022-11-24T04:08:30Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_lechatoo-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', 'dffe48c0-951f-4bc3-a4a6-77a556988b70', 'c1ea4496-4418-4a4f-bc30-083cfc6a616b']",True,2022-11-24T12:26:36Z
46336281420,138691588,amakovt,AmakoVT,513181,Genshin Impact,live,[FR/EN]🌸VOTRE WIAFU QUI SE DÉCHAINES SUR L'EVENT🌸⌨️!discord !lovemako  !reseaux,32,2022-11-24T11:00:48Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_amakovt-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', 'c2542d6d-cd10-4532-919b-3d19f30a768b', '52d7e4cc-633d-46f5-818c-bb59102d9549', '81e9d348-82e5-4c4f-a140-d2b3779b912d', '67259b26-ff83-444e-9d3c-faab390df16f', '8c1ada77-52f0-4935-a1b0-a02dc65f28b4', 'ba2c968b-867a-49ce-aebc-3d978a204f4a']",True,2022-11-24T12:32:42Z
46336278476,473794048,muunchama,muunchama,21779,League of Legends,live,﹒﹒ Destruction du mmr en pré-saison ﹒﹒ !card !discord,22,2022-11-24T10:59:12Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_muunchama-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', '64d9afa6-139a-48d5-ab4e-51d0a92b22de', '26301bb2-91a3-4272-8a9b-5bcea6db0fcd']",False,2022-11-24T14:40:13Z
40108632664,785529964,lapandarousse_,lapandarousse_,512980,Fall Guys,live,👑+2900👑On s'amuse sur la nouvelle saison 👑!discord👑,6,2022-11-24T12:51:13Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_lapandarousse_-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', 'fd8f5e68-42d3-4544-a273-5fc92dabc568', 'dffe48c0-951f-4bc3-a4a6-77a556988b70']",False,2022-11-24T15:32:44Z
46336679980,786156035,nyaomietv,NyaomieTV,329951934,Pokémon Community Game,live,[FR | MOBILE] 💞 PokeMMO | Attrapons tout les Ninis ! 💞,3,2022-11-24T14:22:13Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_nyaomietv-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', 'dffe48c0-951f-4bc3-a4a6-77a556988b70', '52d7e4cc-633d-46f5-818c-bb59102d9549', '81e9d348-82e5-4c4f-a140-d2b3779b912d']",True,2022-11-24T15:33:48Z
46336883324,648876224,sakuravt_,SakuraVT_,509658,Just Chatting,live,🌸 Prends ton plaid et pose toi avec nous  || VtuberFR||       !discord !rs,1,2022-11-24T15:36:18Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_sakuravt_-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '54b544af-2d0e-4d17-a653-78e3f6fc1fc8', '52d7e4cc-633d-46f5-818c-bb59102d9549', '83341063-b1f1-4340-a0c5-ffcad0257920']",False,2022-11-24T15:41:40Z
46336883324,648876224,sakuravt_,SakuraVT_,509658,Just Chatting,live,🌸 Prends ton plaid et pose toi avec nous  || VtuberFR||       !discord !rs,13,2022-11-24T15:36:18Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_sakuravt_-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '54b544af-2d0e-4d17-a653-78e3f6fc1fc8', '52d7e4cc-633d-46f5-818c-bb59102d9549', '83341063-b1f1-4340-a0c5-ffcad0257920']",False,2022-11-24T15:56:15Z
46336246636,72137658,nibelya,Nibelya,491487,Dead by Daylight,live,[FR/QC] On teste le nouveau tueur et après de la survie :D viendez <3,19,2022-11-24T10:37:23Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_nibelya-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', '7acaeacc-42dc-41d4-b461-87468f1ad551', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '81e9d348-82e5-4c4f-a140-d2b3779b912d']",False,2022-11-24T16:30:05Z
