id,user_id,user_login,user_name,game_id,game_name,type,title,viewer_count,started_at,language,thumbnail_url,tag_ids,tags,_custom_ended_at
46403694780,62435954,malycien,Malycien,513181,Genshin Impact,live,[AR 55]  - Exploration et TCG (mais surtout exploration) - !vtuber !fr,2,2022-12-14T19:23:00Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_malycien-{width}x{height}.jpg,"['c2542d6d-cd10-4532-919b-3d19f30a768b', '6f655045-9989-4ef7-8f85-1edcec42d648', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '52d7e4cc-633d-46f5-818c-bb59102d9549']","[]",2022-12-14T22:59:25Z
46403928796,426369531,gabyy_gm,gabyy_gm,509660,Art,live,🌙[VTUBER FR]🌙Jour 9 des cadeaux de Noel ♥  ♥ !links !discord !tools !Giveaway !enyxia !saya ♥,39,2022-12-14T20:40:13Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_gabyy_gm-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '52d7e4cc-633d-46f5-818c-bb59102d9549']","[]",2022-12-14T23:01:53Z
46404210060,52493622,jalyshbles,Jalyshbles,1582767179,Operation: Tango,live,(vtuber)(FR/PC) Hacker ou agent  !!,1,2022-12-14T22:10:20Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_jalyshbles-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549']","[]",2022-12-14T23:05:23Z
46403753180,154054375,catboatandrot,CatboatAndrot,512953,Elden Ring,live,[VTUBERS FR] Il speedrun Elden Ring en slip avec une fourchette (non),41,2022-12-14T19:42:17Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_catboatandrot-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '52d7e4cc-633d-46f5-818c-bb59102d9549', '8bbdb07d-df18-4f82-a928-04a9003e9a7e', 'd5187ad5-af17-4b61-9ea9-e122f082952a', '326bf42d-75ab-4701-9862-faf0c6e24fc8', '8c61b40a-6d96-46f7-a16e-16b5b9166150']","[]",2022-12-14T23:08:52Z
46402872716,174892925,shroom98,Shroom98,27471,Minecraft,live,"[Minecraft]  On continue sur FMHESS, Serveur Minecraft Moddé Privé avec les copains",2,2022-12-14T14:27:19Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_shroom98-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '9458de4e-6d35-422a-84a9-f243a49c212e', '36b47e6e-6cdf-46fa-a85e-bd18a64af7ad', '52d7e4cc-633d-46f5-818c-bb59102d9549', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '292d76d1-b0a2-4175-a313-fdb2c970cd69']","[]",2022-12-15T00:02:07Z
40177896552,193029532,zilvinesthedark,zilvinesthedark,516575,VALORANT,live,touché le ferai-je (fr-en VTuber),3,2022-12-14T19:41:49Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_zilvinesthedark-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', '63e83904-a70b-4709-b963-a37a105d9932', '52d7e4cc-633d-46f5-818c-bb59102d9549', '807277ea-cbd7-46fc-8b96-bc4d7ccb55de']","[]",2022-12-15T00:15:50Z
46404204380,577824475,selti_ha,selti_ha,509660,Art,live,[vtuber fr]  chill vibes  ~,2,2022-12-14T22:08:06Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_selti_ha-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '52d7e4cc-633d-46f5-818c-bb59102d9549']","[]",2022-12-15T00:48:26Z
39309389093,264360234,oreilyne,Oreilyne,369252,The Sims 4,live,+18 | MAIS POURQUOI MOI ! la suite du challenge #EP05 #Fr #Feat LeColoc,5,2022-12-14T11:32:44Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_oreilyne-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', 'adc4a830-07f5-457b-95e5-5ab6cc1f9af3', 'd47ba636-e313-4887-ad18-237ef81a5161', 'cc8d5abb-39c9-4942-a1ee-e1558512119e', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '52d7e4cc-633d-46f5-818c-bb59102d9549']","[]",2022-12-15T01:02:43Z
46404495388,124912852,ysandres,Ysandres,511183,A Dance of Fire and Ice,live,short stream adofai | QC/FR/ENG 18+ | VTuber FR/EN |,2,2022-12-15T00:54:21Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_ysandres-{width}x{height}.jpg,"['52d7e4cc-633d-46f5-818c-bb59102d9549', '315618b7-c996-443d-a993-e8d5cdb5d1bd', '2193eee1-b8f0-43bd-a6d9-dba8a67528a1', '6f655045-9989-4ef7-8f85-1edcec42d648']","[]",2022-12-15T01:25:56Z
46404222588,61416437,shin_nara,Shin_Nara,518184,Phasmophobia,live,Captain it's only wednesday! Mais il y a la mise à jour de Phasmo,9,2022-12-14T22:15:45Z,fr,https://static-cdn.jtvnw.net/previews-ttv/live_user_shin_nara-{width}x{height}.jpg,"['6f655045-9989-4ef7-8f85-1edcec42d648', 'be60ae5e-d52d-4dc4-b2a1-51c351a35f3d', '81e9d348-82e5-4c4f-a140-d2b3779b912d', '52d7e4cc-633d-46f5-818c-bb59102d9549']","[]",2022-12-15T01:27:42Z
